Produto	Descri?’o	Qtd	Custo unit	Previs’o de recebimento	recebido				
3152	Produto 3152	398	R$ 3.923,00	23/09/2025	Sim				
3850	Produto 3850	318	R$ 1.837,00	02/10/2025	Sim				
3840	Produto 3840	393	R$ 2.416,00	08/09/2025	N’o				
302	Produto 302	315	R$ 711,00	15/09/2025	N’o				
1537	Produto 1537	316	R$ 667,00	18/10/2025	Sim				
4201	Produto 4201	214	R$ 2.890,00	23/10/2025	Sim				
4449	Produto 4449	264	R$ 276,00	04/09/2025	N’o				
855	Produto 855	277	R$ 2.019,00	31/08/2025	Sim				
255	Produto 255	364	R$ 2.134,00	21/10/2025	Sim				
3377	Produto 3377	375	R$ 2.954,00	11/09/2025	N’o				
236	Produto 236	273	R$ 3.346,00	05/10/2025	Sim				
204	Produto 204	254	R$ 3.502,00	23/10/2025	Sim				
4667	Produto 4667	290	R$ 984,00	13/09/2025	N’o				
3325	Produto 3325	346	R$ 1.790,00	21/09/2025	Sim				
2206	Produto 2206	381	R$ 2.653,00	02/09/2025	Sim				
4557	Produto 4557	341	R$ 1.935,00	19/09/2025	Sim				
3950	Produto 3950	397	R$ 1.438,00	10/10/2025	Sim				
3438	Produto 3438	297	R$ 1.674,00	23/09/2025	Sim				
4627	Produto 4627	260	R$ 980,00	15/09/2025	N’o				
4961	Produto 4961	227	R$ 1.614,00	21/10/2025	N’o				
3588	Produto 3588	269	R$ 1.870,00	10/09/2025	N’o				
4080	Produto 4080	346	R$ 2.696,00	08/09/2025	Sim				
3393	Produto 3393	276	R$ 3.688,00	22/10/2025	Sim				
721	Produto 721	256	R$ 734,00	03/09/2025	N’o				
3971	Produto 3971	273	R$ 3.150,00	05/10/2025	N’o				
4847	Produto 4847	386	R$ 3.914,00	14/10/2025	N’o				
4482	Produto 4482	352	R$ 509,00	02/09/2025	Sim				
3964	Produto 3964	213	R$ 2.856,00	14/10/2025	Sim				
4855	Produto 4855	390	R$ 2.167,00	01/10/2025	Sim				
1836	Produto 1836	365	R$ 607,00	24/09/2025	Sim				
2030	Produto 2030	301	R$ 2.632,00	26/09/2025	N’o				
3538	Produto 3538	323	R$ 539,00	14/09/2025	N’o				
2992	Produto 2992	378	R$ 2.912,00	22/09/2025	N’o				
443	Produto 443	381	R$ 3.529,00	26/09/2025	N’o				
1613	Produto 1613	242	R$ 3.309,00	08/10/2025	N’o				
1367	Produto 1367	263	R$ 3.434,00	04/10/2025	Sim				
3712	Produto 3712	274	R$ 2.659,00	19/10/2025	Sim				
2268	Produto 2268	383	R$ 1.929,00	08/09/2025	N’o				
3580	Produto 3580	371	R$ 1.228,00	30/09/2025	N’o				
1067	Produto 1067	328	R$ 992,00	11/09/2025	Sim				
3819	Produto 3819	238	R$ 1.574,00	02/10/2025	N’o				
478	Produto 478	365	R$ 3.270,00	04/10/2025	Sim				
4309	Produto 4309	399	R$ 2.751,00	09/09/2025	N’o				
363	Produto 363	274	R$ 2.473,00	09/09/2025	N’o				
4058	Produto 4058	345	R$ 3.978,00	17/10/2025	N’o				
4040	Produto 4040	272	R$ 310,00	06/09/2025	N’o				
1073	Produto 1073	381	R$ 895,00	24/10/2025	Sim				
362	Produto 362	251	R$ 2.367,00	08/10/2025	Sim				
4768	Produto 4768	330	R$ 3.371,00	04/09/2025	Sim				
3242	Produto 3242	208	R$ 1.294,00	02/09/2025	N’o				
766	Produto 766	342	R$ 1.093,00	03/09/2025	Sim				
1332	Produto 1332	304	R$ 2.870,00	05/10/2025	N’o				
3051	Produto 3051	355	R$ 1.839,00	17/10/2025	Sim				
4420	Produto 4420	238	R$ 1.320,00	11/09/2025	N’o				
1729	Produto 1729	271	R$ 2.831,00	30/08/2025	N’o				
2601	Produto 2601	371	R$ 1.222,00	05/10/2025	N’o				
4273	Produto 4273	316	R$ 2.541,00	11/10/2025	Sim				
3361	Produto 3361	300	R$ 3.266,00	18/09/2025	Sim				
4042	Produto 4042	210	R$ 1.085,00	09/09/2025	N’o				
2965	Produto 2965	261	R$ 3.861,00	19/10/2025	N’o				
1486	Produto 1486	213	R$ 1.050,00	02/10/2025	Sim				
1042	Produto 1042	309	R$ 322,00	19/09/2025	Sim				
2691	Produto 2691	315	R$ 2.640,00	17/09/2025	N’o				
1688	Produto 1688	309	R$ 2.955,00	22/09/2025	Sim				
430	Produto 430	386	R$ 522,00	26/09/2025	N’o				
402	Produto 402	252	R$ 2.764,00	22/10/2025	N’o				
546	Produto 546	345	R$ 2.521,00	23/09/2025	Sim				
2199	Produto 2199	256	R$ 1.930,00	16/10/2025	Sim				
388	Produto 388	374	R$ 1.175,00	17/09/2025	Sim				
1944	Produto 1944	224	R$ 829,00	15/09/2025	N’o				
2799	Produto 2799	245	R$ 3.304,00	30/09/2025	Sim				
2729	Produto 2729	372	R$ 2.198,00	09/09/2025	N’o				
3103	Produto 3103	356	R$ 3.820,00	13/10/2025	Sim				
3764	Produto 3764	240	R$ 1.047,00	04/09/2025	N’o				
3221	Produto 3221	273	R$ 577,00	31/08/2025	N’o				
3851	Produto 3851	386	R$ 2.975,00	27/08/2025	N’o				
2375	Produto 2375	335	R$ 1.531,00	21/09/2025	N’o				
801	Produto 801	395	R$ 3.756,00	30/08/2025	Sim				
1358	Produto 1358	298	R$ 2.360,00	21/09/2025	Sim				
2554	Produto 2554	273	R$ 971,00	28/08/2025	Sim				
2863	Produto 2863	282	R$ 425,00	18/10/2025	Sim				
4731	Produto 4731	260	R$ 3.726,00	22/10/2025	N’o				
4194	Produto 4194	398	R$ 1.397,00	01/10/2025	N’o				
996	Produto 996	355	R$ 1.083,00	31/08/2025	N’o				
2416	Produto 2416	258	R$ 2.415,00	27/08/2025	N’o				
4548	Produto 4548	250	R$ 862,00	27/08/2025	Sim				
2380	Produto 2380	360	R$ 1.431,00	06/09/2025	N’o				
450	Produto 450	301	R$ 2.909,00	02/09/2025	Sim				
3525	Produto 3525	303	R$ 410,00	20/09/2025	Sim				
1041	Produto 1041	288	R$ 1.562,00	20/09/2025	N’o				
2479	Produto 2479	245	R$ 1.383,00	16/10/2025	Sim				
4785	Produto 4785	357	R$ 917,00	14/09/2025	N’o				
2962	Produto 2962	214	R$ 3.825,00	10/10/2025	N’o				
4131	Produto 4131	346	R$ 2.661,00	20/09/2025	N’o				
3043	Produto 3043	395	R$ 1.624,00	03/10/2025	N’o				
1551	Produto 1551	353	R$ 2.869,00	25/09/2025	Sim				
2023	Produto 2023	355	R$ 2.424,00	27/09/2025	Sim				
4252	Produto 4252	265	R$ 2.939,00	28/09/2025	Sim				
2332	Produto 2332	367	R$ 1.780,00	09/10/2025	Sim				
2053	Produto 2053	381	R$ 1.149,00	31/08/2025	Sim				
